occupation_code,occupation_name,task_id,task_description,weight_category,weight_percentage,substitutivity_01,augmentation_01,complementarity_01,substitutivity_5,augmentation_5,complementarity_5,justification
6-04-06-04,纺织印花制版工,T005,Calibrate printing pressure and ink viscosity,Primary,0.12,0.3,0.8,0.7,2,4,4,"Sensors can measure viscosity, but adjusting pressure based on fabric feel and real-time print quality requires human intuition."
6-04-06-04,纺织印花制版工,T006,Interpret design blueprints and technical specifications,Secondary,0.1,0.6,0.9,0.4,3,5,3,"AI can parse digital files and translate them to machine code with high accuracy, reducing human interpretation time."
6-04-06-04,纺织印花制版工,T007,Maintain and clean printing equipment,Secondary,0.1,0.45,0.55,0.55,3,3,3,"Routine cleaning is automatable, but diagnosing mechanical wear and handling complex disassembly often requires human intervention."
6-04-06-04,纺织印花制版工,T008,Communicate quality issues to design and production teams,Secondary,0.1,0.7,0.6,0.3,4,3,2,"Digital reporting tools can automate status updates, though resolving subjective design conflicts requires human negotiation."
6-04-06-04,纺织印花制版工,T009,Document production logs and material usage,Ancillary,0.05,0.9,0.95,0.1,5,5,1,Data entry and log generation are highly susceptible to full automation via ERP systems and IoT sensors.
6-04-06-04,纺织印花制版工,T010,Assist in training new apprentices on manual techniques,Ancillary,0.05,0.1,0.4,0.9,1,3,5,Mentorship involves tacit knowledge transfer and emotional support that AI cannot effectively replicate.
6-04-06-05,印染后整理工,T001,操作定型机与后整理设备,Primary,0.12,0.35,0.75,0.65,2,4,4,设备操作涉及复杂的物理交互和突发故障处理，AI 难以完全接管（低S），但自动化控制可显著提升效率（高A）。
6-04-06-05,印染后整理工,T002,监控并调节工艺参数,Primary,0.12,0.45,0.8,0.55,3,4,3,参数调节依赖实时感官反馈（如手感、色泽），AI 可辅助计算但需人工确认（中S），AI 能优化参数设定（高A）。
6-04-06-05,印染后整理工,T003,执行成品质量目视检查,Primary,0.12,0.5,0.6,0.5,3,3,3,视觉检查可被计算机视觉部分替代，但细微瑕疵和主观标准仍需人工判断（中S），AI 可辅助标记缺陷（中A）。
6-04-06-05,印染后整理工,T004,分析异常数据并调整配方,Primary,0.12,0.4,0.7,0.6,3,4,3,异常分析需要结合经验与数据，AI 可提供诊断建议，但最终决策依赖工人的责任判断（中S）。
6-04-06-05,印染后整理工,T005,维护设备运行状态,Primary,0.12,0.3,0.65,0.7,2,4,4,物理维护涉及非结构化环境下的机械操作，AI 难以独立执行（低S），但预测性维护可提升效率（高A）。
6-04-06-05,印染后整理工,T006,记录生产日志与数据,Secondary,0.1,0.85,0.9,0.2,4,5,2,数据记录是高度结构化的文本/数字任务，极易被AI自动化接管（高S），人工仅需复核（低C）。
6-04-06-05,印染后整理工,T007,沟通生产进度与异常,Secondary,0.1,0.6,0.5,0.4,3,3,3,沟通涉及人际协调，AI 可生成报告但无法处理复杂的人际冲突（中S），需人工介入（中C）。
6-04-06-05,印染后整理工,T008,整理车间物料与工具,Secondary,0.1,0.7,0.4,0.3,4,3,2,物料整理属于常规体力劳动，AGV或机械臂可替代大部分工作（高S），但灵活性不如人工（低A）。
6-04-06-05,印染后整理工,T009,协助新员工进行技能培训,Ancillary,0.05,0.2,0.3,0.8,2,2,4,技能传授依赖隐性知识和师徒互动，AI 无法完全替代（低S），但可作为辅助教学工具（低A）。
6-04-06-05,印染后整理工,T010,清理设备残留物,Ancillary,0.05,0.75,0.5,0.25,4,3,2,清理工作涉及非标准化物理环境，自动化设备可处理大部分，但死角仍需人工（高S）。
6-04-06-06,印染染化料配制工,T001,称量染化料原料,Primary,0.12,0.15,0.85,0.8,2,4,4,涉及物理称量与容器操作，机器人需高精度传感器与机械臂，目前难以完全替代人工在复杂环境下的微调。
6-04-06-06,印染染化料配制工,T002,配制色浆溶液,Primary,0.12,0.2,0.8,0.75,2,4,4,混合过程涉及物理搅拌与温度控制，AI 可优化参数但需人工处理突发溢流或设备故障。
6-04-06-06,印染染化料配制工,T003,分析色浆色泽差异,Primary,0.12,0.35,0.65,0.6,2,4,3,依赖人工视觉对复杂色光的主观判断，计算机视觉在特定光照下仍存在色差识别误差。
6-04-06-06,印染染化料配制工,T004,回收剩余染化料,Primary,0.12,0.1,0.7,0.85,1,4,4,涉及非标准化废液处理与分类，需人工判断回收价值与安全性，自动化流程难以覆盖所有边缘情况。
6-04-06-06,印染染化料配制工,T005,记录配制操作数据,Primary,0.12,0.9,0.95,0.1,5,5,1,纯数据录入与报表生成，AI 可完全接管并自动校验，替代性极高。
6-04-06-06,印染染化料配制工,T006,维护配制设备运行,Secondary,0.1,0.25,0.6,0.7,2,3,4,设备故障排查需人工经验与直觉，AI 可辅助诊断但无法独立执行复杂物理维修。
6-04-06-06,印染染化料配制工,T007,沟通调整配方参数,Secondary,0.1,0.4,0.5,0.65,3,3,4,涉及与设计师或质检员的非标准化沟通，需理解模糊的感官描述，AI 难以完全替代人际协商。
6-04-06-06,印染染化料配制工,T008,审核成品色牢度,Secondary,0.1,0.3,0.7,0.6,2,4,3,需人工进行最终感官确认，AI 可辅助测试但无法完全替代人类对最终品质的信任背书。
6-04-06-06,印染染化料配制工,T009,清理工作区域环境,Ancillary,0.05,0.15,0.6,0.8,2,3,4,涉及非结构化环境清理，机器人难以处理复杂污渍与突发泄漏，仍需人工主导。
6-04-06-06,印染染化料配制工,T010,归档化学品安全文档,Ancillary,0.05,0.95,0.9,0.05,5,5,1,标准化文档归档与检索，AI 可完全自动化处理，几乎无替代障碍。
6-04-06-07,工艺染织品制作工,T001,Execute manual dyeing techniques including tie-dye and batik,Primary,0.12,0.15,0.65,0.8,2,4,4,Highly manual dexterity and material interaction required; AI cannot physically manipulate fabric and dyes with human tactile sensitivity.
6-04-06-07,工艺染织品制作工,T002,Design and sketch original patterns for textile products,Primary,0.12,0.45,0.85,0.75,3,4,4,"Generative AI excels at pattern generation, but human aesthetic judgment is needed to refine cultural authenticity and artistic intent."
6-04-06-07,工艺染织品制作工,T003,Apply wax resist techniques to create specific dye-resistant areas,Primary,0.12,0.1,0.55,0.85,1,3,4,Requires precise hand-eye coordination and real-time adjustment to fabric texture; physical execution remains human-dependent.
6-04-06-07,工艺染织品制作工,T004,Monitor chemical dye bath temperature and color development,Primary,0.12,0.3,0.9,0.7,2,5,4,"AI sensors can monitor parameters, but human sensory evaluation of color nuances and batch consistency is critical."
6-04-06-07,工艺染织品制作工,T005,Inspect finished textiles for quality defects and aesthetic flaws,Primary,0.12,0.25,0.75,0.75,2,4,4,"Visual inspection can be augmented by computer vision, but subjective aesthetic judgment and tactile defect detection require human oversight."
6-04-06-07,工艺染织品制作工,T006,Select appropriate natural or synthetic dyes for specific fabric types,Secondary,0.1,0.5,0.8,0.6,3,4,3,"AI can recommend dye formulas based on material data, but human expertise ensures compatibility with traditional artistic goals."
6-04-06-07,工艺染织品制作工,T007,Maintain and clean dyeing equipment and workstations,Secondary,0.1,0.6,0.4,0.3,3,3,2,"Routine cleaning is easily automated or delegated, though complex equipment maintenance may still require human intervention."
6-04-06-07,工艺染织品制作工,T008,Document production processes and material usage for inventory,Secondary,0.1,0.85,0.95,0.4,4,5,3,Data entry and record-keeping are highly susceptible to full automation by AI agents with minimal human involvement.
6-04-06-07,工艺染织品制作工,T009,Collaborate with designers to interpret artistic concepts into physical textiles,Ancillary,0.05,0.35,0.7,0.85,2,4,4,"Communication and translation of abstract concepts require high-level social intelligence and empathy, limiting full AI substitution."
6-04-06-07,工艺染织品制作工,T010,Teach apprentices traditional dyeing methods and safety protocols,Ancillary,0.05,0.2,0.6,0.8,2,3,4,Mentorship involves emotional bonding and tacit knowledge transfer that AI cannot fully replicate or replace.
6-05-01-01,服装制版师,T001,Interpret design sketches and technical specifications to establish garment construction logic,Primary,0.12,0.35,0.75,0.8,2,4,4,"AI can process specifications rapidly, but human judgment is required to interpret ambiguous design intent and fabric behavior."
6-05-01-01,服装制版师,T002,Execute precise pattern drafting and CAD modeling based on body measurements,Primary,0.12,0.4,0.85,0.75,3,4,4,"CAD software and AI algorithms can generate patterns with high precision, yet human oversight ensures fit for complex body types."
6-05-01-01,服装制版师,T003,Perform grading and size scaling to generate complete size ranges,Primary,0.12,0.6,0.9,0.65,3,5,4,"Automated grading is highly efficient and accurate, though human adjustment is needed for specific style grading rules."
6-05-01-01,服装制版师,T004,Conduct sample fitting and analyze fit issues to modify patterns,Primary,0.12,0.2,0.5,0.9,2,3,5,Physical fitting requires tactile feedback and spatial reasoning that AI cannot fully replicate; AI assists in tracking changes.
6-05-01-01,服装制版师,T005,Collaborate with designers and manufacturers to resolve production constraints,Primary,0.12,0.15,0.4,0.95,2,3,5,Highly dependent on interpersonal negotiation and trust-building to balance aesthetic goals with manufacturing feasibility.
6-05-01-01,服装制版师,T006,Verify pattern accuracy and technical documentation for production handover,Secondary,0.1,0.55,0.8,0.6,3,4,3,"AI can check dimensions and consistency, but final sign-off requires human accountability for quality assurance."
6-05-01-01,服装制版师,T007,Maintain and update digital pattern libraries and version control systems,Secondary,0.1,0.7,0.85,0.5,4,4,3,"Data management and organization are highly automatable, reducing human administrative burden significantly."
6-05-01-01,服装制版师,T008,Research emerging fabric technologies and adjust drafting techniques accordingly,Secondary,0.1,0.3,0.6,0.7,2,3,4,"AI can aggregate research data, but applying new material properties to specific designs requires human expertise."
6-05-01-01,服装制版师,T009,Organize physical workspace and prepare materials for sample making,Ancillary,0.05,0.8,0.3,0.4,4,2,3,"Routine physical organization tasks are easily automated or delegated, offering low strategic value."
6-05-01-01,服装制版师,T010,Document and archive historical pattern data for future reference,Ancillary,0.05,0.85,0.7,0.3,4,4,2,Archiving is a data entry task easily handled by AI systems with minimal human intervention.
6-05-01-02,裁剪工,T001,Inspect fabric quality and identify defects,Primary,0.12,0.35,0.85,0.65,2,4,4,"Computer vision can detect defects better than humans, but human oversight is needed for complex texture judgments."
6-05-01-02,裁剪工,T002,Mark cutting lines on fabric according to patterns,Primary,0.12,0.4,0.9,0.6,3,5,3,"Automated marking systems exist, but human adjustment is required for irregular fabric draping and grain alignment."
6-05-01-02,裁剪工,T003,Operate manual or automated cutting machines,Primary,0.12,0.5,0.75,0.5,3,4,3,"Automation handles repetitive cuts, yet human intervention is critical for safety and handling delicate materials."
6-05-01-02,裁剪工,T004,Arrange and align fabric layers for cutting,Primary,0.12,0.3,0.6,0.7,2,3,4,Physical manipulation of heavy or slippery fabric layers requires human dexterity and strength beyond current robotics.
6-05-01-02,裁剪工,T005,Sort and bundle cut pieces for assembly,Primary,0.12,0.45,0.7,0.55,3,4,3,"Sorting requires visual recognition of shapes, but physical handling and bundling logic often need human verification."
6-05-01-02,裁剪工,T006,Verify cutting accuracy against design specifications,Secondary,0.1,0.55,0.8,0.45,3,4,3,"Digital measurement tools can verify dimensions, but final quality assurance often relies on human experience."
6-05-01-02,裁剪工,T007,Maintain and calibrate cutting equipment,Secondary,0.1,0.6,0.7,0.4,3,4,3,"Predictive maintenance is possible, but physical repair and troubleshooting of mechanical failures require human technicians."
6-05-01-02,裁剪工,T008,Communicate cutting issues to supervisors or designers,Secondary,0.1,0.7,0.6,0.3,4,3,2,"Reporting can be automated via logs, but resolving design conflicts requires human negotiation and context understanding."
6-05-01-02,裁剪工,T009,Organize workspace and manage fabric inventory,Ancillary,0.05,0.65,0.5,0.35,4,3,2,"Inventory management systems exist, but physical organization of fabric rolls requires spatial judgment and manual labor."
6-05-01-02,裁剪工,T010,Adhere to safety protocols during operation,Ancillary,0.05,0.4,0.8,0.6,3,4,3,"Safety sensors can stop machines, but human vigilance is essential for unpredictable hazards and emergency response."
6-05-01-03,缝纫工,T001,操作缝纫设备缝合面料,Primary,0.12,0.35,0.75,0.65,2,4,4,自动化缝纫机可处理标准缝合，但复杂面料需人工干预；AI 可辅助定位与速度控制。
6-05-01-03,缝纫工,T002,执行锁眼与钉扣工序,Primary,0.12,0.4,0.7,0.6,3,4,3,专用锁眼机可高度自动化，但需人工监控线头与布料移位；AI 视觉可辅助质检。
6-05-01-03,缝纫工,T003,整烫服装成品,Primary,0.12,0.5,0.65,0.55,3,4,3,智能熨烫机可设定温度与压力，但褶皱处理与面料敏感度仍需人工经验判断。
6-05-01-03,缝纫工,T004,识别并裁剪面料,Primary,0.12,0.3,0.8,0.7,2,4,4,AI 可辅助排版与切割路径规划，但面料纹理识别与手工裁剪仍需高技能人工。
6-05-01-03,缝纫工,T005,检查并修正缝制瑕疵,Primary,0.12,0.25,0.6,0.75,2,3,4,视觉检测可发现明显瑕疵，但细微线迹与手感判断依赖人工经验与责任心。
6-05-01-03,缝纫工,T006,维护与调试缝纫设备,Secondary,0.1,0.45,0.55,0.5,3,3,3,AI 可预测故障，但机械维修与零件更换仍需人工操作与现场判断。
6-05-01-03,缝纫工,T007,沟通客户需求与工艺细节,Secondary,0.1,0.6,0.4,0.8,3,3,4,自然语言处理可记录需求，但情感共鸣与个性化工艺建议需人际互动。
6-05-01-03,缝纫工,T008,整理工作区域与废料,Secondary,0.1,0.7,0.3,0.4,4,2,3,清洁与整理任务可被机器人辅助，但灵活性不足，AI 主要起辅助作用。
6-05-01-03,缝纫工,T009,记录生产数据与进度,Ancillary,0.05,0.85,0.5,0.3,4,3,2,数据录入与统计可完全由 AI 自动化完成，人工仅需复核。
6-05-01-03,缝纫工,T010,培训新员工操作规范,Ancillary,0.05,0.55,0.45,0.85,3,3,4,AI 可生成教程，但手把手教学与经验传承需人际互动与示范。
